"","Player","Team","Pos","TOI","type_name","raw_value","percentile","category"
"687","Casey Mittelstadt","BUF","F",118,"iSF60",7.1,18.2,"Shot Contributions"
"688","Casey Mittelstadt","BUF","F",118,"isA60",10.6,23.1,"Shot Contributions"
"689","Casey Mittelstadt","BUF","F",118,"PEperc",40.6,18.4,"Entries"
"690","Casey Mittelstadt","BUF","F",118,"PXperc",71.4,90.6,"Exits"
"691","Cedric Paquette","T.B","F",169,"PE60",6.8,18.9,"Entries"
"692","Cedric Paquette","T.B","F",169,"PX60",5.7,14.1,"Exits"
"693","Cedric Paquette","T.B","F",169,"iSF60",12.8,79.7,"Shot Contributions"
"694","Cedric Paquette","T.B","F",169,"isA60",10,18.9,"Shot Contributions"
"695","Cedric Paquette","T.B","F",169,"PEperc",41.3,19.9,"Entries"
"696","Cedric Paquette","T.B","F",169,"PXperc",50,24.3,"Exits"
"697","Chad Ruhwedel","PIT","D",117,"PE60",0,8.9,"Entries"
"698","Chad Ruhwedel","PIT","D",117,"PX60",7.7,30.1,"Exits"
"699","Chad Ruhwedel","PIT","D",117,"PEA60",13.8,38.6,"Entries Allowed"
"700","Chad Ruhwedel","PIT","D",117,"iSF60",6.2,6.3,"Shot Contributions"
"701","Chad Ruhwedel","PIT","D",117,"isA60",7.7,32.1,"Shot Contributions"
"702","Chad Ruhwedel","PIT","D",117,"PEperc",0,2.1,"Entries"
"703","Chad Ruhwedel","PIT","D",117,"PXperc",55.6,84.5,"Exits"
"704","Chad Ruhwedel","PIT","D",117,"PEAperc",58.7,91.4,"Entries Allowed"
"705","Chandler Stephenson","VGK/WSH","F",157,"PE60",10.3,56.8,"Entries"
"706","Chandler Stephenson","VGK/WSH","F",157,"PX60",6.1,18.7,"Exits"
"707","Chandler Stephenson","VGK/WSH","F",157,"iSF60",6.5,14,"Shot Contributions"
"708","Chandler Stephenson","VGK/WSH","F",157,"isA60",18.4,82.2,"Shot Contributions"
"709","Chandler Stephenson","VGK/WSH","F",157,"PEperc",64.3,83.9,"Entries"
"710","Chandler Stephenson","VGK/WSH","F",157,"PXperc",64,73.2,"Exits"
"711","Charlie Coyle","BOS","F",231,"PE60",10.4,57.4,"Entries"
"712","Charlie Coyle","BOS","F",231,"PX60",8.8,59.9,"Exits"
"713","Charlie Coyle","BOS","F",231,"iSF60",8.8,35.5,"Shot Contributions"
"714","Charlie Coyle","BOS","F",231,"isA60",14.3,51.9,"Shot Contributions"
"715","Charlie Coyle","BOS","F",231,"PEperc",55.6,61.6,"Entries"
"716","Charlie Coyle","BOS","F",231,"PXperc",54.8,40.4,"Exits"
"717","Charlie Mcavoy","BOS","D",276,"PE60",5,93.3,"Entries"
"718","Charlie Mcavoy","BOS","D",276,"PX60",12.6,86.7,"Exits"
"719","Charlie Mcavoy","BOS","D",276,"PEA60",13,50.5,"Entries Allowed"
"720","Charlie Mcavoy","BOS","D",276,"iSF60",8,20.8,"Shot Contributions"
"721","Charlie Mcavoy","BOS","D",276,"isA60",11.5,79.8,"Shot Contributions"
"722","Charlie Mcavoy","BOS","D",276,"PEperc",45.1,82.4,"Entries"
"723","Charlie Mcavoy","BOS","D",276,"PXperc",57.4,88.7,"Exits"
"724","Charlie Mcavoy","BOS","D",276,"PEAperc",70.6,37.1,"Entries Allowed"
"725","Chris Kreider","NYR","F",191,"PE60",7.9,28.9,"Entries"
"726","Chris Kreider","NYR","F",191,"PX60",6.9,28.8,"Exits"
"727","Chris Kreider","NYR","F",191,"iSF60",8.2,28.2,"Shot Contributions"
"728","Chris Kreider","NYR","F",191,"isA60",10.4,21.4,"Shot Contributions"
"729","Chris Kreider","NYR","F",191,"PEperc",51,47.3,"Entries"
"730","Chris Kreider","NYR","F",191,"PXperc",45.8,13.8,"Exits"
"731","Chris Tierney","OTT","F",132,"PE60",5,8.1,"Entries"
"732","Chris Tierney","OTT","F",132,"PX60",6.8,27.3,"Exits"
"733","Chris Tierney","OTT","F",132,"iSF60",5.9,10.2,"Shot Contributions"
"734","Chris Tierney","OTT","F",132,"isA60",17.7,78.1,"Shot Contributions"
"735","Chris Tierney","OTT","F",132,"PEperc",39.3,15.7,"Entries"
"736","Chris Tierney","OTT","F",132,"PXperc",46.9,16.1,"Exits"
"737","Chris Wagner","BOS","F",191,"PE60",6.9,20.3,"Entries"
"738","Chris Wagner","BOS","F",191,"PX60",7.6,38.6,"Exits"
"739","Chris Wagner","BOS","F",191,"iSF60",9.1,38.8,"Shot Contributions"
"740","Chris Wagner","BOS","F",191,"isA60",8.5,11.6,"Shot Contributions"
"741","Chris Wagner","BOS","F",191,"PEperc",39.3,15.7,"Entries"
"742","Chris Wagner","BOS","F",191,"PXperc",63.2,70.6,"Exits"
"743","Christian Dvorak","ARI","F",228,"PE60",5.5,10.8,"Entries"
"744","Christian Dvorak","ARI","F",228,"PX60",6.1,17.9,"Exits"
"745","Christian Dvorak","ARI","F",228,"iSF60",7.6,23,"Shot Contributions"
"746","Christian Dvorak","ARI","F",228,"isA60",15.3,60.2,"Shot Contributions"
"747","Christian Dvorak","ARI","F",228,"PEperc",53.8,56.2,"Entries"
"748","Christian Dvorak","ARI","F",228,"PXperc",52.3,31.4,"Exits"
"749","Christian Fischer","ARI","F",144,"PE60",7.1,21.7,"Entries"
"750","Christian Fischer","ARI","F",144,"PX60",6.3,20.2,"Exits"
"751","Christian Fischer","ARI","F",144,"iSF60",8.8,34.6,"Shot Contributions"
"752","Christian Fischer","ARI","F",144,"isA60",3.8,1.4,"Shot Contributions"
"753","Christian Fischer","ARI","F",144,"PEperc",32.1,5.7,"Entries"
"754","Christian Fischer","ARI","F",144,"PXperc",35.7,2.1,"Exits"
"755","Christopher Tanev","VAN","D",300,"PE60",1.8,37.4,"Entries"
"756","Christopher Tanev","VAN","D",300,"PX60",10.2,62.3,"Exits"
"757","Christopher Tanev","VAN","D",300,"PEA60",12.4,59.9,"Entries Allowed"
"758","Christopher Tanev","VAN","D",300,"iSF60",4.6,1.7,"Shot Contributions"
"759","Christopher Tanev","VAN","D",300,"isA60",16.2,99.2,"Shot Contributions"
"760","Christopher Tanev","VAN","D",300,"PEperc",20.5,24.4,"Entries"
"761","Christopher Tanev","VAN","D",300,"PXperc",45.5,48.7,"Exits"
"762","Christopher Tanev","VAN","D",300,"PEAperc",64.6,70.1,"Entries Allowed"
"763","Claude Giroux","PHI","F",393,"PE60",7.8,28.1,"Entries"
"764","Claude Giroux","PHI","F",393,"PX60",9.2,65,"Exits"
"765","Claude Giroux","PHI","F",393,"iSF60",12.5,77.3,"Shot Contributions"
"766","Claude Giroux","PHI","F",393,"isA60",16.5,69.7,"Shot Contributions"
"767","Claude Giroux","PHI","F",393,"PEperc",45.1,29.5,"Entries"
"768","Claude Giroux","PHI","F",393,"PXperc",61.2,64,"Exits"
"769","Clayton Keller","ARI","F",220,"PE60",9.6,47.6,"Entries"
"770","Clayton Keller","ARI","F",220,"PX60",9.3,66.9,"Exits"
"771","Clayton Keller","ARI","F",220,"iSF60",9.6,43.9,"Shot Contributions"
"772","Clayton Keller","ARI","F",220,"isA60",18.6,83.2,"Shot Contributions"
"773","Clayton Keller","ARI","F",220,"PEperc",52.2,51.1,"Entries"
"774","Clayton Keller","ARI","F",220,"PXperc",65.4,77.3,"Exits"
"775","Cody Ceci","TOR","D",280,"PE60",2.1,44.9,"Entries"
"776","Cody Ceci","TOR","D",280,"PX60",5.1,8.6,"Exits"
"777","Cody Ceci","TOR","D",280,"PEA60",13.7,40.5,"Entries Allowed"
"778","Cody Ceci","TOR","D",280,"iSF60",5.1,2.8,"Shot Contributions"
"779","Cody Ceci","TOR","D",280,"isA60",10.1,63.4,"Shot Contributions"
"780","Cody Ceci","TOR","D",280,"PEperc",30.3,48.2,"Entries"
"781","Cody Ceci","TOR","D",280,"PXperc",35.8,14.7,"Exits"
"782","Cody Ceci","TOR","D",280,"PEAperc",77.1,10.4,"Entries Allowed"
"783","Cody Eakin","VGK/WPG","F",151,"PE60",7.6,25.9,"Entries"
"784","Cody Eakin","VGK/WPG","F",151,"PX60",6,16.9,"Exits"
"785","Cody Eakin","VGK/WPG","F",151,"iSF60",6.4,13,"Shot Contributions"
"786","Cody Eakin","VGK/WPG","F",151,"isA60",13.9,48.8,"Shot Contributions"
"787","Cody Eakin","VGK/WPG","F",151,"PEperc",48.7,40,"Entries"
"788","Cody Eakin","VGK/WPG","F",151,"PXperc",50,24.3,"Exits"
"789","Cody Glass","VGK","F",113,"PE60",8.5,35.3,"Entries"
"790","Cody Glass","VGK","F",113,"PX60",8,45.1,"Exits"
"791","Cody Glass","VGK","F",113,"iSF60",11.1,62.7,"Shot Contributions"
"792","Cody Glass","VGK","F",113,"isA60",13.3,43,"Shot Contributions"
"793","Cody Glass","VGK","F",113,"PEperc",47.1,35,"Entries"
"794","Cody Glass","VGK","F",113,"PXperc",53.6,35.9,"Exits"
"795","Colin Miller","BUF","D",190,"PE60",1.6,32.7,"Entries"
"796","Colin Miller","BUF","D",190,"PX60",10.4,64.9,"Exits"
"797","Colin Miller","BUF","D",190,"PEA60",13.6,42.7,"Entries Allowed"
"798","Colin Miller","BUF","D",190,"iSF60",12.9,85,"Shot Contributions"
"799","Colin Miller","BUF","D",190,"isA60",8.8,47,"Shot Contributions"
"800","Colin Miller","BUF","D",190,"PEperc",23.8,31.8,"Entries"
"801","Colin Miller","BUF","D",190,"PXperc",49.3,63.9,"Exits"
"802","Colin Miller","BUF","D",190,"PEAperc",75.4,15.3,"Entries Allowed"
"803","Colton Parayko","STL","D",365,"PE60",5.6,96.7,"Entries"
"804","Colton Parayko","STL","D",365,"PX60",13,89.3,"Exits"
"805","Colton Parayko","STL","D",365,"PEA60",16.1,12.5,"Entries Allowed"
"806","Colton Parayko","STL","D",365,"iSF60",12.8,84.1,"Shot Contributions"
"807","Colton Parayko","STL","D",365,"isA60",8.4,41.1,"Shot Contributions"
"808","Colton Parayko","STL","D",365,"PEperc",41.5,75.5,"Entries"
"809","Colton Parayko","STL","D",365,"PXperc",55.6,84.7,"Exits"
"810","Colton Parayko","STL","D",365,"PEAperc",68.5,48.6,"Entries Allowed"
"811","Colton Sceviour","FLA","F",162,"PE60",13.7,87.7,"Entries"
"812","Colton Sceviour","FLA","F",162,"PX60",7.1,30.7,"Exits"
"813","Colton Sceviour","FLA","F",162,"iSF60",11.1,62.7,"Shot Contributions"
"814","Colton Sceviour","FLA","F",162,"isA60",12.2,34.7,"Shot Contributions"
"815","Colton Sceviour","FLA","F",162,"PEperc",53.6,55.5,"Entries"
"816","Colton Sceviour","FLA","F",162,"PXperc",46.3,14.9,"Exits"
"817","Colton Sissons","NSH","F",207,"PE60",5.2,9.1,"Entries"
"818","Colton Sissons","NSH","F",207,"PX60",8.1,47.5,"Exits"
"819","Colton Sissons","NSH","F",207,"iSF60",6.1,11.2,"Shot Contributions"
"820","Colton Sissons","NSH","F",207,"isA60",9,13.7,"Shot Contributions"
"821","Colton Sissons","NSH","F",207,"PEperc",37.5,12.5,"Entries"
"822","Colton Sissons","NSH","F",207,"PXperc",59.6,58.1,"Exits"
"823","Connor Brown","OTT","F",140,"PE60",12.9,81.7,"Entries"
"824","Connor Brown","OTT","F",140,"PX60",9,62.4,"Exits"
"825","Connor Brown","OTT","F",140,"iSF60",12.9,80.2,"Shot Contributions"
"826","Connor Brown","OTT","F",140,"isA60",12.9,39.7,"Shot Contributions"
"827","Connor Brown","OTT","F",140,"PEperc",53.6,55.4,"Entries"
"828","Connor Brown","OTT","F",140,"PXperc",65.6,78,"Exits"
"829","Connor Clifton","BOS","D",133,"PE60",3.6,76.1,"Entries"
"830","Connor Clifton","BOS","D",133,"PX60",8.1,35.4,"Exits"
"831","Connor Clifton","BOS","D",133,"PEA60",13.1,49.6,"Entries Allowed"
"832","Connor Clifton","BOS","D",133,"iSF60",7.2,13.1,"Shot Contributions"
"833","Connor Clifton","BOS","D",133,"isA60",5,8.3,"Shot Contributions"
"834","Connor Clifton","BOS","D",133,"PEperc",30.8,49.4,"Entries"
"835","Connor Clifton","BOS","D",133,"PXperc",37.5,19.1,"Exits"
"836","Connor Clifton","BOS","D",133,"PEAperc",69,45.6,"Entries Allowed"
"837","Connor Mcdavid","EDM","F",434,"PE60",20.3,99.9,"Entries"
"838","Connor Mcdavid","EDM","F",434,"PX60",11.2,89.3,"Exits"
"839","Connor Mcdavid","EDM","F",434,"iSF60",12.9,80.2,"Shot Contributions"
"840","Connor Mcdavid","EDM","F",434,"isA60",22.8,96.9,"Shot Contributions"
"841","Connor Mcdavid","EDM","F",434,"PEperc",83.1,99.4,"Entries"
"842","Connor Mcdavid","EDM","F",434,"PXperc",77.9,97.3,"Exits"
"843","Connor Murphy","CHI","D",266,"PE60",0.9,20.2,"Entries"
"844","Connor Murphy","CHI","D",266,"PX60",7,22.6,"Exits"
"845","Connor Murphy","CHI","D",266,"PEA60",16.9,7.3,"Entries Allowed"
"846","Connor Murphy","CHI","D",266,"iSF60",12.9,84.4,"Shot Contributions"
"847","Connor Murphy","CHI","D",266,"isA60",7.7,31.9,"Shot Contributions"
"848","Connor Murphy","CHI","D",266,"PEperc",14.8,14.3,"Entries"
"849","Connor Murphy","CHI","D",266,"PXperc",37.8,20,"Exits"
"850","Connor Murphy","CHI","D",266,"PEAperc",75.8,14.3,"Entries Allowed"
"851","Conor Garland","ARI","F",182,"PE60",10.9,62.7,"Entries"
"852","Conor Garland","ARI","F",182,"PX60",7.2,33.7,"Exits"
"853","Conor Garland","ARI","F",182,"iSF60",14.8,92.6,"Shot Contributions"
"854","Conor Garland","ARI","F",182,"isA60",13.2,42.3,"Shot Contributions"
"855","Conor Garland","ARI","F",182,"PEperc",47.8,37.3,"Entries"
"856","Conor Garland","ARI","F",182,"PXperc",56.4,46.3,"Exits"
"857","Conor Sheary","BUF/PIT","F",218,"PE60",11.8,72.9,"Entries"
"858","Conor Sheary","BUF/PIT","F",218,"PX60",9.4,68.1,"Exits"
"859","Conor Sheary","BUF/PIT","F",218,"iSF60",12.9,80.9,"Shot Contributions"
"860","Conor Sheary","BUF/PIT","F",218,"isA60",16.5,69.9,"Shot Contributions"
"861","Conor Sheary","BUF/PIT","F",218,"PEperc",52.4,51.8,"Entries"
"862","Conor Sheary","BUF/PIT","F",218,"PXperc",61.8,66.1,"Exits"
"863","Corey Perry","DAL","F",183,"PE60",6.5,17.2,"Entries"
"864","Corey Perry","DAL","F",183,"PX60",5.6,12.9,"Exits"
"865","Corey Perry","DAL","F",183,"iSF60",9.2,39.1,"Shot Contributions"
"866","Corey Perry","DAL","F",183,"isA60",9.8,18.1,"Shot Contributions"
"867","Corey Perry","DAL","F",183,"PEperc",37,11.8,"Entries"
"868","Corey Perry","DAL","F",183,"PXperc",31.5,0.7,"Exits"
"869","Craig Smith","NSH","F",206,"PE60",8.7,38,"Entries"
"870","Craig Smith","NSH","F",206,"PX60",7.6,38.7,"Exits"
"871","Craig Smith","NSH","F",206,"iSF60",18,99.2,"Shot Contributions"
"872","Craig Smith","NSH","F",206,"isA60",12.5,36.8,"Shot Contributions"
"873","Craig Smith","NSH","F",206,"PEperc",60,74.2,"Entries"
"874","Craig Smith","NSH","F",206,"PXperc",47.3,17,"Exits"
"875","Damon Severson","N.J","D",192,"PE60",2.2,46,"Entries"
"876","Damon Severson","N.J","D",192,"PX60",10.6,67.5,"Exits"
"877","Damon Severson","N.J","D",192,"PEA60",11.9,67.3,"Entries Allowed"
"878","Damon Severson","N.J","D",192,"iSF60",7.8,18.5,"Shot Contributions"
"879","Damon Severson","N.J","D",192,"isA60",14.7,97.2,"Shot Contributions"
"880","Damon Severson","N.J","D",192,"PEperc",43.8,80,"Entries"
"881","Damon Severson","N.J","D",192,"PXperc",44.7,45.4,"Exits"
"882","Damon Severson","N.J","D",192,"PEAperc",70.4,38.3,"Entries Allowed"
"883","Dan Hamhuis","NSH","D",174,"PE60",0,8.9,"Entries"
"884","Dan Hamhuis","NSH","D",174,"PX60",7.9,32.8,"Exits"
"885","Dan Hamhuis","NSH","D",174,"PEA60",12.7,55.1,"Entries Allowed"
"886","Dan Hamhuis","NSH","D",174,"iSF60",9.6,41.7,"Shot Contributions"
"887","Dan Hamhuis","NSH","D",174,"isA60",7.9,34.9,"Shot Contributions"
"888","Dan Hamhuis","NSH","D",174,"PEperc",0,2.1,"Entries"
"889","Dan Hamhuis","NSH","D",174,"PXperc",38.3,21.6,"Exits"
"890","Dan Hamhuis","NSH","D",174,"PEAperc",69.8,41.3,"Entries Allowed"
"891","Dante Fabbro","NSH","D",354,"PE60",1.5,31.6,"Entries"
"892","Dante Fabbro","NSH","D",354,"PX60",9.3,50.9,"Exits"
"893","Dante Fabbro","NSH","D",354,"PEA60",14.2,32.9,"Entries Allowed"
"894","Dante Fabbro","NSH","D",354,"iSF60",10.2,49.8,"Shot Contributions"
"895","Dante Fabbro","NSH","D",354,"isA60",8.7,44.5,"Shot Contributions"
"896","Dante Fabbro","NSH","D",354,"PEperc",20,23.4,"Entries"
"897","Dante Fabbro","NSH","D",354,"PXperc",48.2,59.9,"Exits"
"898","Dante Fabbro","NSH","D",354,"PEAperc",67.2,56.1,"Entries Allowed"
"899","Danton Heinen","ANA/BOS","F",202,"PE60",11.6,70.6,"Entries"
"900","Danton Heinen","ANA/BOS","F",202,"PX60",9.2,66,"Exits"
"901","Danton Heinen","ANA/BOS","F",202,"iSF60",9.5,43.4,"Shot Contributions"
"902","Danton Heinen","ANA/BOS","F",202,"isA60",12.2,34.4,"Shot Contributions"
"903","Danton Heinen","ANA/BOS","F",202,"PEperc",59.1,71.8,"Entries"
"904","Danton Heinen","ANA/BOS","F",202,"PXperc",66,78.9,"Exits"
"905","Darnell Nurse","EDM","D",498,"PE60",5.1,93.8,"Entries"
"906","Darnell Nurse","EDM","D",498,"PX60",9.6,55.1,"Exits"
"907","Darnell Nurse","EDM","D",498,"PEA60",16.2,12.3,"Entries Allowed"
"908","Darnell Nurse","EDM","D",498,"iSF60",12.1,76,"Shot Contributions"
"909","Darnell Nurse","EDM","D",498,"isA60",9.9,61.1,"Shot Contributions"
"910","Darnell Nurse","EDM","D",498,"PEperc",38.9,69.9,"Entries"
"911","Darnell Nurse","EDM","D",498,"PXperc",45.7,49.5,"Exits"
"912","Darnell Nurse","EDM","D",498,"PEAperc",70.9,35.4,"Entries Allowed"
"913","Darren Helm","DET","F",119,"PE60",10.6,59.2,"Entries"
"914","Darren Helm","DET","F",119,"PX60",9.1,63.2,"Exits"
"915","Darren Helm","DET","F",119,"iSF60",8,26.9,"Shot Contributions"
"916","Darren Helm","DET","F",119,"isA60",8.5,11.8,"Shot Contributions"
"917","Darren Helm","DET","F",119,"PEperc",43.8,25.8,"Entries"
"918","Darren Helm","DET","F",119,"PXperc",62.1,66.9,"Exits"
"919","David Kampf","CHI","F",213,"PE60",8.4,35,"Entries"
"920","David Kampf","CHI","F",213,"PX60",7.9,44,"Exits"
"921","David Kampf","CHI","F",213,"iSF60",6.5,13.7,"Shot Contributions"
"922","David Kampf","CHI","F",213,"isA60",9,13.9,"Shot Contributions"
"923","David Kampf","CHI","F",213,"PEperc",44.8,28.5,"Entries"
"924","David Kampf","CHI","F",213,"PXperc",57.1,49,"Exits"
"925","David Krejci","BOS","F",227,"PE60",8.7,38,"Entries"
"926","David Krejci","BOS","F",227,"PX60",7.9,44.7,"Exits"
"927","David Krejci","BOS","F",227,"iSF60",6.1,11.2,"Shot Contributions"
"928","David Krejci","BOS","F",227,"isA60",18.8,84.2,"Shot Contributions"
"929","David Krejci","BOS","F",227,"PEperc",66,87,"Entries"
"930","David Krejci","BOS","F",227,"PXperc",58.8,55.3,"Exits"
"931","David Pastrnak","BOS","F",259,"PE60",15.1,94,"Entries"
"932","David Pastrnak","BOS","F",259,"PX60",9.7,73.5,"Exits"
"933","David Pastrnak","BOS","F",259,"iSF60",20.6,99.9,"Shot Contributions"
"934","David Pastrnak","BOS","F",259,"isA60",14.1,50.6,"Shot Contributions"
"935","David Pastrnak","BOS","F",259,"PEperc",65,85.3,"Entries"
"936","David Pastrnak","BOS","F",259,"PXperc",56,44.7,"Exits"
"937","David Perron","STL","F",262,"PE60",9.4,45.7,"Entries"
"938","David Perron","STL","F",262,"PX60",6.4,22.1,"Exits"
"939","David Perron","STL","F",262,"iSF60",12.1,73.7,"Shot Contributions"
"940","David Perron","STL","F",262,"isA60",14.9,57,"Shot Contributions"
"941","David Perron","STL","F",262,"PEperc",42.7,23.2,"Entries"
"942","David Perron","STL","F",262,"PXperc",47.5,17.5,"Exits"
"943","David Savard","CBJ","D",494,"PE60",1.1,23.4,"Entries"
"944","David Savard","CBJ","D",494,"PX60",6.8,20.8,"Exits"
"945","David Savard","CBJ","D",494,"PEA60",16.9,7.5,"Entries Allowed"
"946","David Savard","CBJ","D",494,"iSF60",9.2,35.9,"Shot Contributions"
"947","David Savard","CBJ","D",494,"isA60",9.6,57.3,"Shot Contributions"
"948","David Savard","CBJ","D",494,"PEperc",21.4,26.4,"Entries"
"949","David Savard","CBJ","D",494,"PXperc",34.8,12.4,"Exits"
"950","David Savard","CBJ","D",494,"PEAperc",73.2,24.3,"Entries Allowed"
"951","Dean Kukan","CBJ","D",227,"PE60",5.6,96.5,"Entries"
"952","Dean Kukan","CBJ","D",227,"PX60",13.5,92,"Exits"
"953","Dean Kukan","CBJ","D",227,"PEA60",10.3,85,"Entries Allowed"
"954","Dean Kukan","CBJ","D",227,"iSF60",9.5,40,"Shot Contributions"
"955","Dean Kukan","CBJ","D",227,"isA60",9.5,56.3,"Shot Contributions"
"956","Dean Kukan","CBJ","D",227,"PEperc",50,89.5,"Entries"
"957","Dean Kukan","CBJ","D",227,"PXperc",56,85.7,"Exits"
"958","Dean Kukan","CBJ","D",227,"PEAperc",70.9,35.4,"Entries Allowed"
"959","Denis Gurianov","DAL","F",171,"PE60",15.1,94.2,"Entries"
"960","Denis Gurianov","DAL","F",171,"PX60",7,30.5,"Exits"
"961","Denis Gurianov","DAL","F",171,"iSF60",14.4,90.7,"Shot Contributions"
"962","Denis Gurianov","DAL","F",171,"isA60",10.9,24.8,"Shot Contributions"
"963","Denis Gurianov","DAL","F",171,"PEperc",61.4,77.7,"Entries"
"964","Denis Gurianov","DAL","F",171,"PXperc",55.6,43.1,"Exits"
"965","Denis Malgin","FLA/TOR","F",151,"PE60",11.9,73.3,"Entries"
"966","Denis Malgin","FLA/TOR","F",151,"PX60",11.5,91.4,"Exits"
"967","Denis Malgin","FLA/TOR","F",151,"iSF60",9.1,38.6,"Shot Contributions"
"968","Denis Malgin","FLA/TOR","F",151,"isA60",20.6,91.9,"Shot Contributions"
"969","Denis Malgin","FLA/TOR","F",151,"PEperc",66.7,88.1,"Entries"
"970","Denis Malgin","FLA/TOR","F",151,"PXperc",85.3,99.6,"Exits"
"971","Dennis Cholowski","DET","D",110,"PE60",1.1,23.5,"Entries"
"972","Dennis Cholowski","DET","D",110,"PX60",8.2,36.4,"Exits"
"973","Dennis Cholowski","DET","D",110,"PEA60",15.3,19.8,"Entries Allowed"
"974","Dennis Cholowski","DET","D",110,"iSF60",8.8,29.4,"Shot Contributions"
"975","Dennis Cholowski","DET","D",110,"isA60",9.3,53.4,"Shot Contributions"
"976","Dennis Cholowski","DET","D",110,"PEperc",13.3,12.2,"Entries"
"977","Dennis Cholowski","DET","D",110,"PXperc",53.6,79.1,"Exits"
"978","Dennis Cholowski","DET","D",110,"PEAperc",80,4.7,"Entries Allowed"
"979","Dennis Gilbert","CHI","D",117,"PE60",0,8.9,"Entries"
"980","Dennis Gilbert","CHI","D",117,"PX60",6.7,19.6,"Exits"
"981","Dennis Gilbert","CHI","D",117,"PEA60",14.4,30.8,"Entries Allowed"
"982","Dennis Gilbert","CHI","D",117,"iSF60",3.1,0.4,"Shot Contributions"
"983","Dennis Gilbert","CHI","D",117,"isA60",7.7,32.5,"Shot Contributions"
"984","Dennis Gilbert","CHI","D",117,"PEperc",0,2.1,"Entries"
"985","Dennis Gilbert","CHI","D",117,"PXperc",46.4,52.4,"Exits"
"986","Dennis Gilbert","CHI","D",117,"PEAperc",68.3,49.9,"Entries Allowed"
"987","Derek Grant","ANA/PHI","F",182,"PE60",7.6,26,"Entries"
"988","Derek Grant","ANA/PHI","F",182,"PX60",4.3,4.8,"Exits"
"989","Derek Grant","ANA/PHI","F",182,"iSF60",7.2,19.5,"Shot Contributions"
"990","Derek Grant","ANA/PHI","F",182,"isA60",10.2,20.4,"Shot Contributions"
"991","Derek Grant","ANA/PHI","F",182,"PEperc",48.9,40.7,"Entries"
"992","Derek Grant","ANA/PHI","F",182,"PXperc",46.4,15.1,"Exits"
"993","Derek Ryan","CGY","F",177,"PE60",11.2,66,"Entries"
"994","Derek Ryan","CGY","F",177,"PX60",9.8,74.5,"Exits"
"995","Derek Ryan","CGY","F",177,"iSF60",10.5,55.1,"Shot Contributions"
"996","Derek Ryan","CGY","F",177,"isA60",16.2,67.9,"Shot Contributions"
"997","Derek Ryan","CGY","F",177,"PEperc",50.8,46.5,"Entries"
"998","Derek Ryan","CGY","F",177,"PXperc",54.7,40,"Exits"
"999","Derek Stepan","ARI","F",223,"PE60",6.7,18.7,"Entries"
"1000","Derek Stepan","ARI","F",223,"PX60",11,88,"Exits"
"1001","Derek Stepan","ARI","F",223,"iSF60",8.1,27.2,"Shot Contributions"
"1002","Derek Stepan","ARI","F",223,"isA60",14.5,54,"Shot Contributions"
"1003","Derek Stepan","ARI","F",223,"PEperc",44.6,28.2,"Entries"
"1004","Derek Stepan","ARI","F",223,"PXperc",63.1,70.3,"Exits"
"1005","Derick Brassard","NYI","F",217,"PE60",5,8,"Entries"
"1006","Derick Brassard","NYI","F",217,"PX60",8.9,60,"Exits"
"1007","Derick Brassard","NYI","F",217,"iSF60",6.4,13,"Shot Contributions"
"1008","Derick Brassard","NYI","F",217,"isA60",13.8,47.9,"Shot Contributions"
"1009","Derick Brassard","NYI","F",217,"PEperc",35.3,9.3,"Entries"
"1010","Derick Brassard","NYI","F",217,"PXperc",52.5,32.1,"Exits"
"1011","Deryk Engelland","VGK","D",123,"PE60",1.5,30.3,"Entries"
"1012","Deryk Engelland","VGK","D",123,"PX60",5.3,9.7,"Exits"
"1013","Deryk Engelland","VGK","D",123,"PEA60",16,13.1,"Entries Allowed"
"1014","Deryk Engelland","VGK","D",123,"iSF60",11.2,64.7,"Shot Contributions"
"1015","Deryk Engelland","VGK","D",123,"isA60",3.4,2.8,"Shot Contributions"
"1016","Deryk Engelland","VGK","D",123,"PEperc",18.8,21,"Entries"
"1017","Deryk Engelland","VGK","D",123,"PXperc",27.5,2.7,"Exits"
"1018","Deryk Engelland","VGK","D",123,"PEAperc",71.7,31.1,"Entries Allowed"
"1019","Devin Shore","ANA/CBJ","F",136,"PE60",9.3,44.1,"Entries"
"1020","Devin Shore","ANA/CBJ","F",136,"PX60",5.7,14.5,"Exits"
"1021","Devin Shore","ANA/CBJ","F",136,"iSF60",7.5,21.7,"Shot Contributions"
"1022","Devin Shore","ANA/CBJ","F",136,"isA60",11.9,32.1,"Shot Contributions"
"1023","Devin Shore","ANA/CBJ","F",136,"PEperc",56.8,65.2,"Entries"
"1024","Devin Shore","ANA/CBJ","F",136,"PXperc",46.4,15.1,"Exits"
"1025","Devon Toews","NYI","D",303,"PE60",4.4,87.1,"Entries"
"1026","Devon Toews","NYI","D",303,"PX60",11.9,80.7,"Exits"
"1027","Devon Toews","NYI","D",303,"PEA60",10.9,79.5,"Entries Allowed"
"1028","Devon Toews","NYI","D",303,"iSF60",8.9,31.3,"Shot Contributions"
"1029","Devon Toews","NYI","D",303,"isA60",9.7,58.6,"Shot Contributions"
"1030","Devon Toews","NYI","D",303,"PEperc",44,80.4,"Entries"
