"","Player","Team","Pos","TOI","type_name","raw_value","percentile","category"
"341","Blake Coleman","N.J/T.B","F",178,"PE60",11.2,65.8,"Entries"
"342","Blake Coleman","N.J/T.B","F",178,"PX60",10.5,82.6,"Exits"
"343","Blake Coleman","N.J/T.B","F",178,"iSF60",13.5,85.3,"Shot Contributions"
"344","Blake Coleman","N.J/T.B","F",178,"isA60",11.2,26.5,"Shot Contributions"
"345","Blake Coleman","N.J/T.B","F",178,"PEperc",55.9,62.7,"Entries"
"346","Blake Coleman","N.J/T.B","F",178,"PXperc",70.5,89,"Exits"
"347","Blake Comeau","DAL","F",164,"PE60",10.3,55.7,"Entries"
"348","Blake Comeau","DAL","F",164,"PX60",5.9,15.8,"Exits"
"349","Blake Comeau","DAL","F",164,"iSF60",8.1,27,"Shot Contributions"
"350","Blake Comeau","DAL","F",164,"isA60",12.8,39.4,"Shot Contributions"
"351","Blake Comeau","DAL","F",164,"PEperc",50,44,"Entries"
"352","Blake Comeau","DAL","F",164,"PXperc",40,5.1,"Exits"
"353","Blake Lizotte","L.A","F",128,"PE60",11.2,66.6,"Entries"
"354","Blake Lizotte","L.A","F",128,"PX60",11.7,92.7,"Exits"
"355","Blake Lizotte","L.A","F",128,"iSF60",9.8,47.1,"Shot Contributions"
"356","Blake Lizotte","L.A","F",128,"isA60",15.4,61.5,"Shot Contributions"
"357","Blake Lizotte","L.A","F",128,"PEperc",55.8,62.3,"Entries"
"358","Blake Lizotte","L.A","F",128,"PXperc",54.3,38.7,"Exits"
"359","Blake Wheeler","WPG","F",279,"PE60",6.9,19.9,"Entries"
"360","Blake Wheeler","WPG","F",279,"PX60",9,63,"Exits"
"361","Blake Wheeler","WPG","F",279,"iSF60",7.7,24,"Shot Contributions"
"362","Blake Wheeler","WPG","F",279,"isA60",19.4,87.1,"Shot Contributions"
"363","Blake Wheeler","WPG","F",279,"PEperc",46.4,33,"Entries"
"364","Blake Wheeler","WPG","F",279,"PXperc",59.2,56.5,"Exits"
"365","Bo Horvat","VAN","F",281,"PE60",10.3,55.8,"Entries"
"366","Bo Horvat","VAN","F",281,"PX60",5.6,12.9,"Exits"
"367","Bo Horvat","VAN","F",281,"iSF60",8.3,29.9,"Shot Contributions"
"368","Bo Horvat","VAN","F",281,"isA60",16.9,72.6,"Shot Contributions"
"369","Bo Horvat","VAN","F",281,"PEperc",67.6,89.6,"Entries"
"370","Bo Horvat","VAN","F",281,"PXperc",47.3,17,"Exits"
"371","Boone Jenner","CBJ","F",379,"PE60",8.6,36.1,"Entries"
"372","Boone Jenner","CBJ","F",379,"PX60",7.3,34.3,"Exits"
"373","Boone Jenner","CBJ","F",379,"iSF60",10.3,52.8,"Shot Contributions"
"374","Boone Jenner","CBJ","F",379,"isA60",13.3,43.5,"Shot Contributions"
"375","Boone Jenner","CBJ","F",379,"PEperc",51.4,48.6,"Entries"
"376","Boone Jenner","CBJ","F",379,"PXperc",56.8,47.7,"Exits"
"377","Brad Hunt","MIN","D",213,"PE60",2.3,47.4,"Entries"
"378","Brad Hunt","MIN","D",213,"PX60",7,23,"Exits"
"379","Brad Hunt","MIN","D",213,"PEA60",10.1,86.6,"Entries Allowed"
"380","Brad Hunt","MIN","D",213,"iSF60",10.7,57.5,"Shot Contributions"
"381","Brad Hunt","MIN","D",213,"isA60",7,24.7,"Shot Contributions"
"382","Brad Hunt","MIN","D",213,"PEperc",30.8,49.4,"Entries"
"383","Brad Hunt","MIN","D",213,"PXperc",37.3,18.6,"Exits"
"384","Brad Hunt","MIN","D",213,"PEAperc",66.7,59.1,"Entries Allowed"
"385","Brad Marchand","BOS","F",231,"PE60",13.2,84.6,"Entries"
"386","Brad Marchand","BOS","F",231,"PX60",11.9,94,"Exits"
"387","Brad Marchand","BOS","F",231,"iSF60",8.3,29.6,"Shot Contributions"
"388","Brad Marchand","BOS","F",231,"isA60",23.6,97.9,"Shot Contributions"
"389","Brad Marchand","BOS","F",231,"PEperc",62.2,79.5,"Entries"
"390","Brad Marchand","BOS","F",231,"PXperc",68.7,85.5,"Exits"
"391","Brad Richardson","ARI","F",147,"PE60",2.4,1.6,"Entries"
"392","Brad Richardson","ARI","F",147,"PX60",2.8,1.2,"Exits"
"393","Brad Richardson","ARI","F",147,"iSF60",5.3,7.3,"Shot Contributions"
"394","Brad Richardson","ARI","F",147,"isA60",4.1,1.6,"Shot Contributions"
"395","Brad Richardson","ARI","F",147,"PEperc",28.6,3.1,"Entries"
"396","Brad Richardson","ARI","F",147,"PXperc",35,1.8,"Exits"
"397","Brady Skjei","CAR/NYR","D",292,"PE60",3.5,73.9,"Entries"
"398","Brady Skjei","CAR/NYR","D",292,"PX60",9.4,52.4,"Exits"
"399","Brady Skjei","CAR/NYR","D",292,"PEA60",13.3,46,"Entries Allowed"
"400","Brady Skjei","CAR/NYR","D",292,"iSF60",11.9,74.1,"Shot Contributions"
"401","Brady Skjei","CAR/NYR","D",292,"isA60",8.8,46.9,"Shot Contributions"
"402","Brady Skjei","CAR/NYR","D",292,"PEperc",44.7,81.7,"Entries"
"403","Brady Skjei","CAR/NYR","D",292,"PXperc",54.1,80.7,"Exits"
"404","Brady Skjei","CAR/NYR","D",292,"PEAperc",67,57.2,"Entries Allowed"
"405","Brady Tkachuk","OTT","F",150,"PE60",8,30.1,"Entries"
"406","Brady Tkachuk","OTT","F",150,"PX60",10.4,81.6,"Exits"
"407","Brady Tkachuk","OTT","F",150,"iSF60",12.4,75.9,"Shot Contributions"
"408","Brady Tkachuk","OTT","F",150,"isA60",12,32.7,"Shot Contributions"
"409","Brady Tkachuk","OTT","F",150,"PEperc",42.6,22.8,"Entries"
"410","Brady Tkachuk","OTT","F",150,"PXperc",55.3,42.2,"Exits"
"411","Brandon Carlo","BOS","D",283,"PE60",1.9,39.7,"Entries"
"412","Brandon Carlo","BOS","D",283,"PX60",7.4,27,"Exits"
"413","Brandon Carlo","BOS","D",283,"PEA60",17.8,3.8,"Entries Allowed"
"414","Brandon Carlo","BOS","D",283,"iSF60",10.2,49.7,"Shot Contributions"
"415","Brandon Carlo","BOS","D",283,"isA60",5.3,10.1,"Shot Contributions"
"416","Brandon Carlo","BOS","D",283,"PEperc",20,23.4,"Entries"
"417","Brandon Carlo","BOS","D",283,"PXperc",43.2,39.1,"Exits"
"418","Brandon Carlo","BOS","D",283,"PEAperc",63.6,74.6,"Entries Allowed"
"419","Brandon Montour","BUF","D",253,"PE60",1.9,39.6,"Entries"
"420","Brandon Montour","BUF","D",253,"PX60",7.4,26.4,"Exits"
"421","Brandon Montour","BUF","D",253,"PEA60",14.7,26.6,"Entries Allowed"
"422","Brandon Montour","BUF","D",253,"iSF60",9.5,39.7,"Shot Contributions"
"423","Brandon Montour","BUF","D",253,"isA60",8.3,40.1,"Shot Contributions"
"424","Brandon Montour","BUF","D",253,"PEperc",22.9,29.6,"Entries"
"425","Brandon Montour","BUF","D",253,"PXperc",44.3,43.5,"Exits"
"426","Brandon Montour","BUF","D",253,"PEAperc",74.7,18,"Entries Allowed"
"427","Brandon Saad","CHI","F",194,"PE60",12.7,80.3,"Entries"
"428","Brandon Saad","CHI","F",194,"PX60",9.6,71.3,"Exits"
"429","Brandon Saad","CHI","F",194,"iSF60",8.7,33.4,"Shot Contributions"
"430","Brandon Saad","CHI","F",194,"isA60",10.2,20.4,"Shot Contributions"
"431","Brandon Saad","CHI","F",194,"PEperc",56.2,63.4,"Entries"
"432","Brandon Saad","CHI","F",194,"PXperc",66,78.9,"Exits"
"433","Brandon Sutter","VAN","F",135,"PE60",8.9,39.8,"Entries"
"434","Brandon Sutter","VAN","F",135,"PX60",8.9,60.6,"Exits"
"435","Brandon Sutter","VAN","F",135,"iSF60",8.4,31,"Shot Contributions"
"436","Brandon Sutter","VAN","F",135,"isA60",12,32.8,"Shot Contributions"
"437","Brandon Sutter","VAN","F",135,"PEperc",46.5,33.4,"Entries"
"438","Brandon Sutter","VAN","F",135,"PXperc",57.1,49,"Exits"
"439","Brandon Tanev","PIT","F",193,"PE60",9.3,45.1,"Entries"
"440","Brandon Tanev","PIT","F",193,"PX60",9,63,"Exits"
"441","Brandon Tanev","PIT","F",193,"iSF60",9.3,41.3,"Shot Contributions"
"442","Brandon Tanev","PIT","F",193,"isA60",11.2,27,"Shot Contributions"
"443","Brandon Tanev","PIT","F",193,"PEperc",42.9,23.5,"Entries"
"444","Brandon Tanev","PIT","F",193,"PXperc",59.2,56.6,"Exits"
"445","Brayden McNabb","VGK","D",234,"PE60",0.5,14.6,"Entries"
"446","Brayden McNabb","VGK","D",234,"PX60",7.2,24.6,"Exits"
"447","Brayden McNabb","VGK","D",234,"PEA60",14.6,27.8,"Entries Allowed"
"448","Brayden McNabb","VGK","D",234,"iSF60",11,62.6,"Shot Contributions"
"449","Brayden McNabb","VGK","D",234,"isA60",10.3,66,"Shot Contributions"
"450","Brayden McNabb","VGK","D",234,"PEperc",9.1,7.4,"Entries"
"451","Brayden McNabb","VGK","D",234,"PXperc",41.8,33.6,"Exits"
"452","Brayden McNabb","VGK","D",234,"PEAperc",67.1,56.9,"Entries Allowed"
"453","Brayden Point","T.B","F",245,"PE60",18.4,99.4,"Entries"
"454","Brayden Point","T.B","F",245,"PX60",10.8,85.7,"Exits"
"455","Brayden Point","T.B","F",245,"iSF60",12,72.3,"Shot Contributions"
"456","Brayden Point","T.B","F",245,"isA60",24.5,98.7,"Shot Contributions"
"457","Brayden Point","T.B","F",245,"PEperc",76.5,97.6,"Entries"
"458","Brayden Point","T.B","F",245,"PXperc",80,98.3,"Exits"
"459","Brayden Schenn","STL","F",278,"PE60",6.9,20.1,"Entries"
"460","Brayden Schenn","STL","F",278,"PX60",7.6,38.6,"Exits"
"461","Brayden Schenn","STL","F",278,"iSF60",8.4,30.8,"Shot Contributions"
"462","Brayden Schenn","STL","F",278,"isA60",14.5,53.3,"Shot Contributions"
"463","Brayden Schenn","STL","F",278,"PEperc",58.2,69.3,"Entries"
"464","Brayden Schenn","STL","F",278,"PXperc",68.6,85.4,"Exits"
"465","Braydon Coburn","T.B","D",169,"PE60",2.5,52.7,"Entries"
"466","Braydon Coburn","T.B","D",169,"PX60",7.8,31.4,"Exits"
"467","Braydon Coburn","T.B","D",169,"PEA60",12.8,54.5,"Entries Allowed"
"468","Braydon Coburn","T.B","D",169,"iSF60",10.3,51.4,"Shot Contributions"
"469","Braydon Coburn","T.B","D",169,"isA60",7.1,25.3,"Shot Contributions"
"470","Braydon Coburn","T.B","D",169,"PEperc",36.8,65,"Entries"
"471","Braydon Coburn","T.B","D",169,"PXperc",42.3,35.6,"Exits"
"472","Braydon Coburn","T.B","D",169,"PEAperc",64.3,71.6,"Entries Allowed"
"473","Brendan Gallagher","MTL","F",156,"PE60",10.8,61.5,"Entries"
"474","Brendan Gallagher","MTL","F",156,"PX60",12.3,95.6,"Exits"
"475","Brendan Gallagher","MTL","F",156,"iSF60",15.8,95.8,"Shot Contributions"
"476","Brendan Gallagher","MTL","F",156,"isA60",9.2,15,"Shot Contributions"
"477","Brendan Gallagher","MTL","F",156,"PEperc",43.8,25.8,"Entries"
"478","Brendan Gallagher","MTL","F",156,"PXperc",71.1,90.1,"Exits"
"479","Brendan Guhle","ANA","D",104,"PE60",0.6,15.4,"Entries"
"480","Brendan Guhle","ANA","D",104,"PX60",4.6,6.1,"Exits"
"481","Brendan Guhle","ANA","D",104,"PEA60",9.8,89,"Entries Allowed"
"482","Brendan Guhle","ANA","D",104,"iSF60",15,96.6,"Shot Contributions"
"483","Brendan Guhle","ANA","D",104,"isA60",2.9,1.8,"Shot Contributions"
"484","Brendan Guhle","ANA","D",104,"PEperc",7.7,6.2,"Entries"
"485","Brendan Guhle","ANA","D",104,"PXperc",40,27,"Exits"
"486","Brendan Guhle","ANA","D",104,"PEAperc",70.8,35.8,"Entries Allowed"
"487","Brendan Leipsic","WSH","F",125,"PE60",9.6,48.2,"Entries"
"488","Brendan Leipsic","WSH","F",125,"PX60",7.7,40.7,"Exits"
"489","Brendan Leipsic","WSH","F",125,"iSF60",8.6,33.3,"Shot Contributions"
"490","Brendan Leipsic","WSH","F",125,"isA60",12.5,36.7,"Shot Contributions"
"491","Brendan Leipsic","WSH","F",125,"PEperc",46.5,33.4,"Entries"
"492","Brendan Leipsic","WSH","F",125,"PXperc",55.2,41.7,"Exits"
"493","Brendan Lemieux","NYR","F",190,"PE60",5.7,11.6,"Entries"
"494","Brendan Lemieux","NYR","F",190,"PX60",10.7,85.4,"Exits"
"495","Brendan Lemieux","NYR","F",190,"iSF60",8.5,32,"Shot Contributions"
"496","Brendan Lemieux","NYR","F",190,"isA60",5.4,3.1,"Shot Contributions"
"497","Brendan Lemieux","NYR","F",190,"PEperc",31,4.8,"Entries"
"498","Brendan Lemieux","NYR","F",190,"PXperc",65.4,77.3,"Exits"
"499","Brenden Dillon","S.J/WSH","D",294,"PE60",1.4,29.7,"Entries"
"500","Brenden Dillon","S.J/WSH","D",294,"PX60",4.5,5.6,"Exits"
"501","Brenden Dillon","S.J/WSH","D",294,"PEA60",12.8,53.4,"Entries Allowed"
"502","Brenden Dillon","S.J/WSH","D",294,"iSF60",7.1,12.4,"Shot Contributions"
"503","Brenden Dillon","S.J/WSH","D",294,"isA60",8.2,38,"Shot Contributions"
"504","Brenden Dillon","S.J/WSH","D",294,"PEperc",25.9,36.9,"Entries"
"505","Brenden Dillon","S.J/WSH","D",294,"PXperc",36.7,16.8,"Exits"
"506","Brenden Dillon","S.J/WSH","D",294,"PEAperc",65.6,64.8,"Entries Allowed"
"507","Brent Burns","S.J","D",316,"PE60",2.3,48,"Entries"
"508","Brent Burns","S.J","D",316,"PX60",11,71.9,"Exits"
"509","Brent Burns","S.J","D",316,"PEA60",14.4,30.5,"Entries Allowed"
"510","Brent Burns","S.J","D",316,"iSF60",15.8,98.2,"Shot Contributions"
"511","Brent Burns","S.J","D",316,"isA60",7.6,31,"Shot Contributions"
"512","Brent Burns","S.J","D",316,"PEperc",57.1,95.8,"Entries"
"513","Brent Burns","S.J","D",316,"PXperc",40,27,"Exits"
"514","Brent Burns","S.J","D",316,"PEAperc",68.5,48.9,"Entries Allowed"
"515","Brent Seabrook","CHI","D",108,"PE60",0,8.9,"Entries"
"516","Brent Seabrook","CHI","D",108,"PX60",5.6,11,"Exits"
"517","Brent Seabrook","CHI","D",108,"PEA60",13.4,45.6,"Entries Allowed"
"518","Brent Seabrook","CHI","D",108,"iSF60",6.7,9.2,"Shot Contributions"
"519","Brent Seabrook","CHI","D",108,"isA60",6.7,21,"Shot Contributions"
"520","Brent Seabrook","CHI","D",108,"PEperc",0,2.1,"Entries"
"521","Brent Seabrook","CHI","D",108,"PXperc",25,1.5,"Exits"
"522","Brent Seabrook","CHI","D",108,"PEAperc",88.9,0.2,"Entries Allowed"
"523","Brett Connolly","FLA","F",200,"PE60",9.3,44.7,"Entries"
"524","Brett Connolly","FLA","F",200,"PX60",6.9,28.6,"Exits"
"525","Brett Connolly","FLA","F",200,"iSF60",10.8,58.9,"Shot Contributions"
"526","Brett Connolly","FLA","F",200,"isA60",13.2,42.6,"Shot Contributions"
"527","Brett Connolly","FLA","F",200,"PEperc",48.4,39.2,"Entries"
"528","Brett Connolly","FLA","F",200,"PXperc",62.2,67.3,"Exits"
"529","Brett Howden","NYR","F",211,"PE60",3.7,3.7,"Entries"
"530","Brett Howden","NYR","F",211,"PX60",4.5,6,"Exits"
"531","Brett Howden","NYR","F",211,"iSF60",4.5,4.6,"Shot Contributions"
"532","Brett Howden","NYR","F",211,"isA60",9.4,15.7,"Shot Contributions"
"533","Brett Howden","NYR","F",211,"PEperc",36.1,10.4,"Entries"
"534","Brett Howden","NYR","F",211,"PXperc",57.1,49,"Exits"
"535","Brett Kulak","MTL","D",133,"PE60",1.8,37.3,"Entries"
"536","Brett Kulak","MTL","D",133,"PX60",10.8,69.5,"Exits"
"537","Brett Kulak","MTL","D",133,"PEA60",13.5,43.7,"Entries Allowed"
"538","Brett Kulak","MTL","D",133,"iSF60",8.1,21.4,"Shot Contributions"
"539","Brett Kulak","MTL","D",133,"isA60",6.3,17.5,"Shot Contributions"
"540","Brett Kulak","MTL","D",133,"PEperc",44.4,81.2,"Entries"
"541","Brett Kulak","MTL","D",133,"PXperc",66.7,98.5,"Exits"
"542","Brett Kulak","MTL","D",133,"PEAperc",66.7,59.1,"Entries Allowed"
"543","Brett Pesce","CAR","D",365,"PE60",2.6,55.9,"Entries"
"544","Brett Pesce","CAR","D",365,"PX60",10,59.9,"Exits"
"545","Brett Pesce","CAR","D",365,"PEA60",12.8,54,"Entries Allowed"
"546","Brett Pesce","CAR","D",365,"iSF60",12.2,77.1,"Shot Contributions"
"547","Brett Pesce","CAR","D",365,"isA60",10.2,64.9,"Shot Contributions"
"548","Brett Pesce","CAR","D",365,"PEperc",34.8,59.9,"Entries"
"549","Brett Pesce","CAR","D",365,"PXperc",43.6,40.6,"Exits"
"550","Brett Pesce","CAR","D",365,"PEAperc",66.7,59.1,"Entries Allowed"
"551","Brian Boyle","FLA","F",105,"PE60",7.4,24.6,"Entries"
"552","Brian Boyle","FLA","F",105,"PX60",5.7,14.2,"Exits"
"553","Brian Boyle","FLA","F",105,"iSF60",13.7,86.5,"Shot Contributions"
"554","Brian Boyle","FLA","F",105,"isA60",14.3,51.6,"Shot Contributions"
"555","Brian Boyle","FLA","F",105,"PEperc",48.1,38.3,"Entries"
"556","Brian Boyle","FLA","F",105,"PXperc",58.8,55.3,"Exits"
"557","Brian Dumoulin","PIT","D",188,"PE60",3.5,74.3,"Entries"
"558","Brian Dumoulin","PIT","D",188,"PX60",13.4,91.5,"Exits"
"559","Brian Dumoulin","PIT","D",188,"PEA60",12.4,59.4,"Entries Allowed"
"560","Brian Dumoulin","PIT","D",188,"iSF60",11.5,68.8,"Shot Contributions"
"561","Brian Dumoulin","PIT","D",188,"isA60",14.4,96.4,"Shot Contributions"
"562","Brian Dumoulin","PIT","D",188,"PEperc",44,80.4,"Entries"
"563","Brian Dumoulin","PIT","D",188,"PXperc",56,85.6,"Exits"
"564","Brian Dumoulin","PIT","D",188,"PEAperc",65,68,"Entries Allowed"
"565","Brock Boeser","VAN","F",172,"PE60",5.2,9.2,"Entries"
"566","Brock Boeser","VAN","F",172,"PX60",9.1,63.7,"Exits"
"567","Brock Boeser","VAN","F",172,"iSF60",12.6,77.7,"Shot Contributions"
"568","Brock Boeser","VAN","F",172,"isA60",13.6,46.1,"Shot Contributions"
"569","Brock Boeser","VAN","F",172,"PEperc",37.5,12.5,"Entries"
"570","Brock Boeser","VAN","F",172,"PXperc",61.9,66.4,"Exits"
"571","Brock Mcginn","CAR","F",277,"PE60",7.6,26.2,"Entries"
"572","Brock Mcginn","CAR","F",277,"PX60",4.8,7.2,"Exits"
"573","Brock Mcginn","CAR","F",277,"iSF60",11.7,69.2,"Shot Contributions"
"574","Brock Mcginn","CAR","F",277,"isA60",11.1,26,"Shot Contributions"
"575","Brock Mcginn","CAR","F",277,"PEperc",36.8,11.5,"Entries"
"576","Brock Mcginn","CAR","F",277,"PXperc",37.9,3.3,"Exits"
"577","Brock Nelson","NYI","F",245,"PE60",10.1,53.3,"Entries"
"578","Brock Nelson","NYI","F",245,"PX60",7.6,39.3,"Exits"
"579","Brock Nelson","NYI","F",245,"iSF60",8.8,35.3,"Shot Contributions"
"580","Brock Nelson","NYI","F",245,"isA60",11.5,29.2,"Shot Contributions"
"581","Brock Nelson","NYI","F",245,"PEperc",61.2,77.2,"Entries"
"582","Brock Nelson","NYI","F",245,"PXperc",62,66.7,"Exits"
"583","Bryan Rust","PIT","F",189,"PE60",12.1,75.2,"Entries"
"584","Bryan Rust","PIT","F",189,"PX60",11.4,91.1,"Exits"
"585","Bryan Rust","PIT","F",189,"iSF60",14.3,90.2,"Shot Contributions"
"586","Bryan Rust","PIT","F",189,"isA60",13.4,43.8,"Shot Contributions"
"587","Bryan Rust","PIT","F",189,"PEperc",49.4,42,"Entries"
"588","Bryan Rust","PIT","F",189,"PXperc",65.5,77.5,"Exits"
"589","Cal Clutterbuck","NYI","F",132,"PE60",7.3,23.3,"Entries"
"590","Cal Clutterbuck","NYI","F",132,"PX60",8.2,49,"Exits"
"591","Cal Clutterbuck","NYI","F",132,"iSF60",7.7,23.9,"Shot Contributions"
"592","Cal Clutterbuck","NYI","F",132,"isA60",7.3,7.3,"Shot Contributions"
"593","Cal Clutterbuck","NYI","F",132,"PEperc",30.8,4.6,"Entries"
"594","Cal Clutterbuck","NYI","F",132,"PXperc",45,12.2,"Exits"
"595","Cale Makar","COL","D",232,"PE60",6,98,"Entries"
"596","Cale Makar","COL","D",232,"PX60",15,97.2,"Exits"
"597","Cale Makar","COL","D",232,"PEA60",11.4,73.6,"Entries Allowed"
"598","Cale Makar","COL","D",232,"iSF60",9.6,40.9,"Shot Contributions"
"599","Cale Makar","COL","D",232,"isA60",11.4,78.6,"Shot Contributions"
"600","Cale Makar","COL","D",232,"PEperc",57.5,96,"Entries"
"601","Cale Makar","COL","D",232,"PXperc",58,89.8,"Exits"
"602","Cale Makar","COL","D",232,"PEAperc",77.2,10.2,"Entries Allowed"
"603","Caleb Jones","EDM","D",193,"PE60",3.4,72.6,"Entries"
"604","Caleb Jones","EDM","D",193,"PX60",11.2,74,"Exits"
"605","Caleb Jones","EDM","D",193,"PEA60",8.4,96.1,"Entries Allowed"
"606","Caleb Jones","EDM","D",193,"iSF60",7.5,15.1,"Shot Contributions"
"607","Caleb Jones","EDM","D",193,"isA60",9.6,57.8,"Shot Contributions"
"608","Caleb Jones","EDM","D",193,"PEperc",42.3,77.2,"Entries"
"609","Caleb Jones","EDM","D",193,"PXperc",47.4,56.3,"Exits"
"610","Caleb Jones","EDM","D",193,"PEAperc",45.8,99.9,"Entries Allowed"
"611","Calle Jarnkrok","NSH","F",238,"PE60",8.8,39.2,"Entries"
"612","Calle Jarnkrok","NSH","F",238,"PX60",2.8,1.1,"Exits"
"613","Calle Jarnkrok","NSH","F",238,"iSF60",12.1,73.3,"Shot Contributions"
"614","Calle Jarnkrok","NSH","F",238,"isA60",10.3,21.2,"Shot Contributions"
"615","Calle Jarnkrok","NSH","F",238,"PEperc",58.3,69.7,"Entries"
"616","Calle Jarnkrok","NSH","F",238,"PXperc",39.3,4.4,"Exits"
"617","Calvin De Haan","CHI","D",138,"PE60",2.2,45.6,"Entries"
"618","Calvin De Haan","CHI","D",138,"PX60",8.2,36.8,"Exits"
"619","Calvin De Haan","CHI","D",138,"PEA60",17.4,5.3,"Entries Allowed"
"620","Calvin De Haan","CHI","D",138,"iSF60",12.2,77.1,"Shot Contributions"
"621","Calvin De Haan","CHI","D",138,"isA60",5.6,12.3,"Shot Contributions"
"622","Calvin De Haan","CHI","D",138,"PEperc",31.2,50.7,"Entries"
"623","Calvin De Haan","CHI","D",138,"PXperc",41.3,31.7,"Exits"
"624","Calvin De Haan","CHI","D",138,"PEAperc",69,46.1,"Entries Allowed"
"625","Cam Atkinson","CBJ","F",255,"PE60",10.3,56.7,"Entries"
"626","Cam Atkinson","CBJ","F",255,"PX60",7.3,34.3,"Exits"
"627","Cam Atkinson","CBJ","F",255,"iSF60",13.9,87.6,"Shot Contributions"
"628","Cam Atkinson","CBJ","F",255,"isA60",16.2,67.7,"Shot Contributions"
"629","Cam Atkinson","CBJ","F",255,"PEperc",53.7,55.7,"Entries"
"630","Cam Atkinson","CBJ","F",255,"PXperc",55.4,42.3,"Exits"
"631","Cam Fowler","ANA","D",223,"PE60",3.2,68.8,"Entries"
"632","Cam Fowler","ANA","D",223,"PX60",12.6,86.8,"Exits"
"633","Cam Fowler","ANA","D",223,"PEA60",13.2,48.6,"Entries Allowed"
"634","Cam Fowler","ANA","D",223,"iSF60",7.5,15.7,"Shot Contributions"
"635","Cam Fowler","ANA","D",223,"isA60",9.4,54.7,"Shot Contributions"
"636","Cam Fowler","ANA","D",223,"PEperc",50,89.5,"Entries"
"637","Cam Fowler","ANA","D",223,"PXperc",61.8,95.3,"Exits"
"638","Cam Fowler","ANA","D",223,"PEAperc",65.3,66.3,"Entries Allowed"
"639","Carl Gunnarsson","STL","D",164,"PE60",1.8,37.9,"Entries"
"640","Carl Gunnarsson","STL","D",164,"PX60",7.3,25.8,"Exits"
"641","Carl Gunnarsson","STL","D",164,"PEA60",11.7,70,"Entries Allowed"
"642","Carl Gunnarsson","STL","D",164,"iSF60",6.6,8.6,"Shot Contributions"
"643","Carl Gunnarsson","STL","D",164,"isA60",5.5,11.2,"Shot Contributions"
"644","Carl Gunnarsson","STL","D",164,"PEperc",26.3,37.9,"Entries"
"645","Carl Gunnarsson","STL","D",164,"PXperc",43.5,40.2,"Exits"
"646","Carl Gunnarsson","STL","D",164,"PEAperc",69.6,42.7,"Entries Allowed"
"647","Carl Hagelin","WSH","F",194,"PE60",6.2,14.7,"Entries"
"648","Carl Hagelin","WSH","F",194,"PX60",5.6,13,"Exits"
"649","Carl Hagelin","WSH","F",194,"iSF60",10.8,59,"Shot Contributions"
"650","Carl Hagelin","WSH","F",194,"isA60",12.1,33.3,"Shot Contributions"
"651","Carl Hagelin","WSH","F",194,"PEperc",46.5,33.4,"Entries"
"652","Carl Hagelin","WSH","F",194,"PXperc",40,5.1,"Exits"
"653","Carl Soderberg","ARI","F",213,"PE60",7.3,23.6,"Entries"
"654","Carl Soderberg","ARI","F",213,"PX60",7.6,39.2,"Exits"
"655","Carl Soderberg","ARI","F",213,"iSF60",9.3,40.5,"Shot Contributions"
"656","Carl Soderberg","ARI","F",213,"isA60",11.3,27.3,"Shot Contributions"
"657","Carl Soderberg","ARI","F",213,"PEperc",52,50.4,"Entries"
"658","Carl Soderberg","ARI","F",213,"PXperc",55.1,41.4,"Exits"
"659","Carsen Twarynski","PHI","F",135,"PE60",6.7,18.2,"Entries"
"660","Carsen Twarynski","PHI","F",135,"PX60",5.8,15,"Exits"
"661","Carsen Twarynski","PHI","F",135,"iSF60",5.8,9.6,"Shot Contributions"
"662","Carsen Twarynski","PHI","F",135,"isA60",7.6,8.2,"Shot Contributions"
"663","Carsen Twarynski","PHI","F",135,"PEperc",34.9,8.7,"Entries"
"664","Carsen Twarynski","PHI","F",135,"PXperc",43.3,9.3,"Exits"
"665","Carson Soucy","MIN","D",155,"PE60",0.4,13,"Entries"
"666","Carson Soucy","MIN","D",155,"PX60",6.2,15.5,"Exits"
"667","Carson Soucy","MIN","D",155,"PEA60",15.1,21.9,"Entries Allowed"
"668","Carson Soucy","MIN","D",155,"iSF60",8.5,26.6,"Shot Contributions"
"669","Carson Soucy","MIN","D",155,"isA60",5.8,13.6,"Shot Contributions"
"670","Carson Soucy","MIN","D",155,"PEperc",8.3,6.8,"Entries"
